iter	Logloss
407	0.001541439307
408	0.001538004364
409	0.001531191179
410	0.001531090813
411	0.001522736658
412	0.001520175223
413	0.001515547912
414	0.001512127088
415	0.001508381931
416	0.001505359694
417	0.00150534867
418	0.001505042838
419	0.001500308512
420	0.001500308512
421	0.001500308512
422	0.001500308512
423	0.001500308512
424	0.001495622643
425	0.001495622643
426	0.001495574426
427	0.001495574426
428	0.001492493752
429	0.001489537475
430	0.001489501615
431	0.001489440557
432	0.001484822089
433	0.001480864988
434	0.001480866927
435	0.001477818049
436	0.001474436983
437	0.001470793942
438	0.001468094873
439	0.00146502703
440	0.001457925498
441	0.001457960388
442	0.001457960388
443	0.001455373445
444	0.001451907017
445	0.001448138039
446	0.001448138039
447	0.001446094146
448	0.001443064022
449	0.001439619442
450	0.00143957801
451	0.001434883008
452	0.001433231447
453	0.001429516391
454	0.001429564244
455	0.001426834579
456	0.00142677873
457	0.001426742507
458	0.001423814997
459	0.001423814997
460	0.001423814997
461	0.001423755998
462	0.001423732253
463	0.001423732253
464	0.001423732253
465	0.001419621691
466	0.001419621085
467	0.0014196269
468	0.0014196269
469	0.001419544641
470	0.001419512107
471	0.00141951138
472	0.00141951138
473	0.001416956881
474	0.001416956881
475	0.001416956881
476	0.001416956881
477	0.001416956881
478	0.00141119238
479	0.001408378992
480	0.001404040618
481	0.00140029283
482	0.00140029283
483	0.001397812838
484	0.0013978109
485	0.001397812475
486	0.001397812475
487	0.001397812475
488	0.001397260284
489	0.001397260284
490	0.001395368377
491	0.001395199498
492	0.001395199498
493	0.001395235721
494	0.001391909458
495	0.001391909458
496	0.001388543515
497	0.001388367366
498	0.00138835513
499	0.001385333752
500	0.001385333752
501	0.001385333752
502	0.001380816247
503	0.001380816247
504	0.001380816247
505	0.001380816247
506	0.00138075737
507	0.001380816732
508	0.00137894675
509	0.00137497258
510	0.001374939386
511	0.001374939386
512	0.001374938053
513	0.001372132603
514	0.001369455054
515	0.001366102766
516	0.001366102766
517	0.001363609769
518	0.001360619372
519	0.001360649053
520	0.001360649053
521	0.001357056541
522	0.001353569031
523	0.001351459784
524	0.001351451304
525	0.001351514543
526	0.00135141083
527	0.00134882262
528	0.001346657944
529	0.001346657944
530	0.00134666703
531	0.001343031278
532	0.001339984275
533	0.001339975794
534	0.001340012623
535	0.001338119439
536	0.001335023368
537	0.001331504801
538	0.001328862967
539	0.001326059755
540	0.001326059755
541	0.001326059755
542	0.001325614108
543	0.001323945872
544	0.00132303254
545	0.00132295918
546	0.00132295918
547	0.001322956514
548	0.001322692952
549	0.001320530732
550	0.001320468462
551	0.001320402921
552	0.001320436479
553	0.001320333988
554	0.001317960992
555	0.001314699732
556	0.001311965893
557	0.001309526154
558	0.001309526154
559	0.001309526154
560	0.001309524216
561	0.001309523489
562	0.00130854433
563	0.001305722823
564	0.001305768254
565	0.001303389387
566	0.001303389387
567	0.001301214414
568	0.001299675034
569	0.001297203997
570	0.001294413109
571	0.001292296495
572	0.001292296495
573	0.001292305338
574	0.00129154224
575	0.00129154224
576	0.001287411161
577	0.001287411161
578	0.001287389233
579	0.001287356457
580	0.001284962756
581	0.001281161595
582	0.001281138698
583	0.001281138698
584	0.001281138698
585	0.001281129733
586	0.001277476781
587	0.001277497497
588	0.001276195512
589	0.001273555563
590	0.001273508558
591	0.00127125726
